0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6.72,7.56,9.24,10.08,11.76,1.78,2.68,4.36,3.56,5.24,2.52,5.04,0.84,0
2,6.88,7.74,9.46,10.32,12.04,1.86,2.78,4.5,3.72,5.44,2.58,5.16,0.86,0
3,6.88,7.74,9.46,10.32,12.04,1.72,2.58,4.3,3.44,5.16,2.58,5.16,0.86,0
4,6.88,7.74,9.46,10.32,12.04,1.82,2.74,4.46,3.64,5.36,2.58,5.16,0.86,0
5,6.72,7.56,9.24,10.08,11.76,1.82,2.72,4.4,3.62,5.3,4.2,8.4,0.84,2.52
6,6.64,7.48,9.14,9.96,11.62,1.8,2.68,4.34,3.58,5.24,2.49,4.98,0.83,0
7,8.8,9.9,12.1,13.2,15.4,2.38,3.56,5.76,4.76,6.96,3.3,6.6,1.1,11.9
8,6.72,7.56,9.24,10.08,11.76,1.84,2.78,4.46,3.7,5.38,2.52,5.04,0.84,0
9,6.56,7.38,9.02,9.84,11.48,1.78,2.66,4.3,3.54,5.18,2.46,4.92,0.82,0
10,6.64,7.48,9.14,9.96,11.62,1.8,2.68,4.34,3.58,5.24,2.49,4.98,0.83,0
11,6.12,6.9,8.43,9.18,10.71,1.02,1.54,2.56,2.04,3.06,2.55,5.1,0.51,0
12,6.8,7.65,9.35,10.2,11.9,1.7,2.55,4.25,3.4,5.1,2.72,5.44,1.7,0
13,6.96,7.84,9.58,10.44,12.18,2.61,3.93,6.54,5.22,7.83,2.61,5.22,0.87,2.61
14,4,4.5,5.5,6,7,1.5,2.25,3.75,3,4.5,1.5,3,0.5,5
15,7.2,8.1,9.9,10.8,12.6,2.7,4.05,6.75,5.4,8.1,2.7,5.4,0.9,2.7
16,6.72,7.56,9.24,10.08,11.76,2.52,3.78,6.3,5.04,7.56,2.52,5.04,0.84,0
17,8.56,9.64,11.78,12.84,14.98,2.14,3.22,5.36,4.28,6.42,3.21,6.42,1.07,1.07
18,9.32,10.7,12.9,14.26,16.46,2.2,3.3,5.5,4.4,6.6,3.3,6.6,1.1,0
19,6.32,7.12,8.7,9.48,11.06,1.58,2.38,3.96,3.16,4.74,2.37,4.74,0.79,0
20,8.64,9.72,11.88,12.96,15.12,2.16,3.24,5.4,4.32,6.48,3.24,6.48,1.08,1.08
21,8.56,9.64,11.78,12.84,14.98,2.14,3.22,5.36,4.28,6.42,3.21,6.42,1.07,0
22,8.56,9.64,11.78,12.84,14.98,2.14,3.22,5.36,4.28,6.42,3.21,6.42,1.07,0
23,6.96,7.83,9.57,10.44,12.18,1.28,1.94,3.1,2.58,3.74,1.74,3.48,0.58,0.64
24,6.8,7.66,9.36,10.2,11.9,1.84,2.76,4.46,3.68,5.38,2.55,5.1,0.85,10.2
25,6.72,7.56,9.24,10.08,11.76,1.12,1.68,2.8,2.24,3.36,1.68,3.36,0.56,0
26,6.8,7.66,9.36,10.2,11.9,1.88,2.8,4.5,3.74,5.44,2.55,5.1,0.85,0
27,6.96,7.84,9.58,10.44,12.18,1.94,2.9,4.64,3.86,5.6,2.61,5.22,0.87,0.97
28,6.88,7.74,9.46,10.32,12.04,1.9,2.86,4.58,3.82,5.54,2.58,5.16,0.86,0.95
29,4,4.5,5.5,6,7,2.22,3.34,5.34,4.44,6.44,3,6,1,5.55
30,6.32,7.11,8.69,9.48,11.06,3.52,5.28,8.44,7.04,10.2,4.74,9.48,1.58,0
31,7.05,8.12,9.76,10.82,12.46,3.28,4.92,8.2,6.56,9.84,4.92,9.84,1.64,5.41
32,6.7,7.68,9.26,10.24,11.82,3.16,4.74,7.9,6.32,9.48,4.74,9.48,1.58,0
33,6.84,7.77,9.43,10.36,12.02,3.32,4.98,8.3,6.64,9.96,4.98,9.96,1.66,0
34,6.65,7.58,9.17,10.11,11.7,3.18,4.78,7.96,6.36,9.54,4.77,9.54,1.59,0
35,6.82,7.8,9.42,10.4,12.02,1.62,2.44,4.06,3.24,4.86,2.43,4.86,0.81,0
36,6.78,7.78,9.38,10.37,11.97,3.2,4.8,8,6.4,9.6,4.8,9.6,1.6,0
37,7.05,8.12,9.76,10.82,12.46,3.28,4.92,8.2,6.56,9.84,4.92,9.84,1.64,0
38,6.78,7.78,9.38,10.37,11.97,3.2,4.8,8,6.4,9.6,4.8,9.6,1.6,0
39,8.4,9.46,11.56,12.6,14.7,2.1,3.16,5.26,4.2,6.3,4.2,8.4,1.05,3.15
40,8.56,9.64,11.78,12.84,14.98,3.21,4.83,8.04,6.42,9.63,3.21,6.42,1.07,1.07
41,9.04,10.17,12.43,13.56,15.82,4.52,6.78,11.3,9.04,13.56,6.78,13.56,2.26,0
42,8.4,9.46,11.56,12.6,14.7,2.1,3.16,5.26,4.2,6.3,3.15,6.3,1.05,1.05
43,8.48,9.54,11.66,12.72,14.84,2.12,3.18,5.3,4.24,6.36,3.18,6.36,1.06,0
44,8.52,9.6,11.73,12.78,14.91,1.42,2.14,3.56,2.84,4.26,2.13,4.26,1.42,2.13
45,8.4,9.45,11.55,12.6,14.7,4.2,6.3,10.5,8.4,12.6,6.3,12.6,2.1,0
46,8.6,9.68,11.83,12.9,15.05,4.3,6.46,10.76,8.6,12.9,6.45,12.9,2.15,0
47,8.56,9.64,11.78,12.84,14.98,2.14,3.22,5.36,4.28,6.42,3.21,6.42,1.07,0
48,4,4.5,5.5,6,7,1,1.5,2.5,2,3,1.5,3,0.5,5
49,8.32,9.36,11.44,12.48,14.56,2.08,3.12,5.2,4.16,6.24,3.12,6.24,1.04,0
50,8.08,9.1,11.12,12.12,14.14,2.02,3.04,5.06,4.04,6.06,3.03,6.06,1.01,0
51,8.24,9.28,11.34,12.36,14.42,2.06,3.1,5.16,4.12,6.18,3.09,6.18,1.03,0
52,4,4.5,5.5,6,7,1,1.5,2.5,2,3,1.5,3,0.5,15
53,8.16,9.18,11.22,12.24,14.28,1.36,2.04,3.4,2.72,4.08,2.04,4.08,0.68,0
54,8.16,9.18,11.22,12.24,14.28,1.36,2.04,3.4,2.72,4.08,2.04,4.08,0.68,0
55,8.04,9.06,11.07,12.06,14.07,1.34,2.02,3.36,2.68,4.02,2.01,4.02,0.67,0
56,8.12,9.14,11.17,12.18,14.21,4.06,6.1,10.16,8.12,12.18,6.09,12.18,2.03,0
57,8.16,9.18,11.22,12.24,14.28,2.04,3.06,5.1,4.08,6.12,3.06,6.12,1.02,0
58,8.52,9.6,11.73,12.78,14.91,1.42,2.14,3.56,2.84,4.26,2.13,4.26,1.42,3.55
59,6.08,6.84,8.36,9.12,10.64,1.52,2.28,3.8,3.04,4.56,2.28,4.56,0.76,0
60,4,4.5,5.5,6,7,3,4.5,7.5,6,9,4,8,1,15
61,6.78,7.78,9.38,10.37,11.97,3.2,4.8,8,6.4,9.6,6.4,12.8,1.6,0
62,6.7,7.65,9.25,10.2,11.8,0.96,1.44,2.4,1.92,2.88,1.28,2.56,0.32,0
63,6.08,6.84,8.36,9.12,10.64,1.52,2.28,3.8,3.04,4.56,2.28,4.56,0.76,0
64,8.64,9.72,11.88,12.96,15.12,2.34,3.5,5.66,4.66,6.82,3.24,6.48,1.08,0
65,6.72,7.56,9.24,10.08,11.76,2.7,4.08,6.6,5.46,7.98,1.68,3.36,0.84,0
66,6.72,7.56,9.24,10.08,11.76,1.68,2.52,4.2,3.36,5.04,2.52,5.04,0.84,5.04
67,6.8,7.76,9.36,10.36,11.96,1.6,2.4,4,3.2,4.8,2,4,1.2,0
68,8.72,9.82,12,13.08,15.26,5.55,8.35,13.8,11.1,16.55,3.27,6.54,1.09,3.33
69,6.88,7.76,9.48,10.32,12.04,0.86,1.3,2.16,1.72,2.58,2.15,4.3,1.72,0
70,8.52,9.6,11.73,12.78,14.91,1.42,2.14,3.56,2.84,4.26,4.97,9.94,4.26,0.71
71,6.32,7.12,8.7,9.48,11.06,1.58,2.38,3.96,3.16,4.74,3.16,6.32,1.58,1.58
72,8.72,9.82,12,13.08,15.26,2.36,3.54,5.72,4.7,6.88,3.27,6.54,1.09,0
73,6.96,7.84,9.58,10.44,12.18,1.92,2.88,4.62,3.82,5.56,2.61,5.22,0.87,0
74,6.96,8.01,9.63,10.68,12.3,1.62,2.43,4.05,3.24,4.86,1.62,3.24,0.54,5.34
75,8.56,9.64,11.78,12.84,14.98,5.35,8.05,13.4,10.7,16.05,4.28,8.56,2.14,4.28
76,6.72,7.56,9.24,10.08,11.76,1.2,1.82,2.94,2.42,3.54,2.24,4.48,0.56,0
77,6.96,7.84,9.58,10.44,12.18,2.61,3.93,6.54,5.22,7.83,2.61,5.22,0.87,0
78,8.88,9.99,12.21,13.32,15.54,1.62,2.44,3.92,3.26,4.74,2.96,5.92,0.74,0
79,4.74,5.44,6.54,7.26,8.36,1.1,1.66,2.76,2.2,3.3,1.65,3.3,0.55,5.46
80,7.28,8.2,10.02,10.92,12.74,1.82,2.74,4.56,3.64,5.46,2.73,5.46,0.91,0
81,8.4,9.46,11.56,12.6,14.7,2.1,3.16,5.26,4.2,6.3,3.15,6.3,1.05,0
82,6.64,7.48,9.14,9.96,11.62,1.66,2.5,4.16,3.32,4.98,2.49,4.98,0.83,4.98
84,6.12,6.9,8.43,9.18,10.71,1.02,1.54,2.56,2.04,3.06,2.55,5.1,1.53,0
85,8.64,9.72,11.88,12.96,15.12,2.37,3.57,5.73,4.74,6.9,2.88,5.76,0.72,0
86,6.48,7.3,8.92,9.72,11.34,3.64,5.44,8.68,7.24,10.48,3.24,6.48,0.81,10.92
87,4.4,4.96,6.06,6.6,7.7,1.1,1.66,2.76,2.2,3.3,2.2,4.4,0.55,4.95
88,8.56,9.64,11.78,12.84,14.98,3.54,5.31,8.52,7.05,10.26,5.35,10.7,1.07,0
89,8.16,9.18,11.22,12.24,14.28,2.04,3.06,5.1,4.08,6.12,2.72,5.44,0.68,0
90,8.4,9.45,11.55,12.6,14.7,2.28,3.39,5.49,4.53,6.63,3.5,7,0.7,4.2
91,7.02,8.02,9.7,10.68,12.36,3.56,5.36,8.72,7.12,10.48,3.36,6.72,0.84,2.67
92,6.4,7.2,8.8,9.6,11.2,3.2,4.8,8,6.4,9.6,4,8,0.8,7.2
93,6.88,7.74,9.46,10.32,12.04,2.58,3.87,6.45,5.16,7.74,6.02,12.04,0.86,0
94,5.28,5.94,7.26,7.92,9.24,1.46,2.2,3.52,2.94,4.26,2.64,5.28,0.66,0.73
95,7.44,8.37,10.23,11.16,13.02,1.86,2.79,4.65,3.72,5.58,1.86,3.72,1.86,0
96,4.96,5.58,6.82,7.44,8.68,2.48,3.72,6.2,4.96,7.44,3.1,6.2,1.86,4.96
97,6.16,6.94,8.48,9.24,10.78,3,4.5,7.5,6,9,3.85,7.7,0.77,0
98,8.28,9.33,11.4,12.42,14.49,2.76,4.16,6.92,5.52,8.28,3.45,6.9,2.07,0
99,6.88,7.74,9.46,10.32,12.04,2.85,4.26,6.84,5.67,8.25,6.02,12.04,0.86,0
100,5.82,6.69,8.04,8.91,10.26,2.7,4.08,6.78,5.4,8.1,1.35,2.7,0.45,4.47
101,6.72,7.56,9.24,10.08,11.76,1.86,2.8,4.48,3.72,5.4,3.36,6.72,0.84,0
102,6.24,7.02,8.58,9.36,10.92,1.56,2.34,3.9,3.12,4.68,2.6,5.2,0.52,4.68
103,6.3,7.17,8.7,9.54,11.07,1.53,2.31,3.84,3.06,4.59,2.55,5.1,1.53,1.59
104,7.64,8.74,10.54,11.66,13.46,1.8,2.7,4.5,3.6,5.4,3.6,7.2,0.9,2.92
105,6.72,7.56,9.24,10.08,11.76,1.2,1.8,2.92,2.4,3.52,2.24,4.48,2.24,1.8
